,Date,Away,Away_Goals,Home,Home_Goals,MOV,Away_B2B,Home_B2B,Away_ELO,Home_ELO,Away_Win_Prob,Home_Win_Prob,Away_Decimal_Odds,Home_Decimal_Odds
"38,6",2021-11-04,Dallas Stars,0,Calgary Flames,0,0,0,0,1473.3941648592456,1486.0150445429372,0.44884507894039505,0.551154921059605,2.2279402112656252,1.8143718976099905
"38,7",2021-11-04,Buffalo Sabres,0,Seattle Kraken,0,0,0,0,1440.654305177491,1500.0,0.382415702463213,0.617584297536787,2.614955383784735,1.6192121528809338
"38,8",2021-11-04,St. Louis Blues,0,San Jose Sharks,0,0,1,0,1485.2672940343534,1449.8109709182972,0.41784934943339036,0.5821506505666096,2.3932070286959024,1.7177684144588619
"39,0",2021-11-05,Chicago Blackhawks,0,Winnipeg Jets,0,0,0,0,1471.1529819944997,1500.0379988005302,0.4255266283971363,0.5744733716028637,2.3500291950395127,1.7407247218610944
"39,1",2021-11-05,New York Rangers,0,Edmonton Oilers,0,0,0,0,1498.72892578367,1524.6453623512457,0.42977227147479513,0.5702277285252049,2.3268136787150704,1.75368532601234
"39,2",2021-11-05,Nashville Predators,0,Vancouver Canucks,0,0,0,0,1525.5450930589127,1467.6595878991968,0.5495416127945519,0.45045838720544806,1.819698411763139,2.219960885185857
"39,3",2021-11-05,Arizona Coyotes,0,Anaheim Ducks,0,0,0,0,1470.147049144132,1442.9768930537132,0.5060214841817173,0.49397851581828267,1.9762006777579628,2.024379538740638
"39,4",2021-11-05,New Jersey Devils,0,Los Angeles Kings,0,0,0,0,1448.378720253926,1452.730493774311,0.4607376219669804,0.5392623780330196,2.1704326981825393,1.8543848796712628
"40,0",2021-11-06,Tampa Bay Lightning,0,Ottawa Senators,0,0,0,0,1563.1276521234515,1486.7316160132636,0.5752044477361201,0.4247955522638799,1.7385122871281384,2.3540736118131655
"40,1",2021-11-06,Carolina Hurricanes,0,Florida Panthers,0,0,0,0,1534.974071024255,1545.9482247731423,0.45121217330826635,0.5487878266917336,2.2162522625842453,1.8221978538196006
"40,2",2021-11-06,Detroit Red Wings,0,Buffalo Sabres,0,0,0,0,1452.5229031169015,1440.654305177491,0.4840736446154086,0.5159263553845914,2.065801373661831,1.9382611288670482
"40,3",2021-11-06,Boston Bruins,0,Toronto Maple Leafs,0,0,0,0,1536.007565604796,1521.7383346071497,0.48752353600567155,0.5124764639943284,2.0511830222456515,1.9513091239465525
"40,4",2021-11-06,Vegas Golden Knights,0,Montréal Canadiens,0,0,0,0,1559.7569702625942,1524.338485276843,0.517795458581582,0.48220454141841795,1.9312645242956366,2.0738087556340146
"40,5",2021-11-06,Minnesota Wild,0,Pittsburgh Penguins,0,0,0,0,1541.9981702556054,1540.7279677509364,0.4688279602011216,0.5311720397988784,2.1329785867954887,1.8826292144041268
"40,6",2021-11-06,Philadelphia Flyers,0,Washington Capitals,0,0,0,0,1471.1582078374126,1536.1204106113955,0.374586304757653,0.625413695242347,2.669611748478024,1.5989416407207093
"40,7",2021-11-06,Colorado Avalanche,0,Columbus Blue Jackets,0,0,0,0,1562.216140913711,1442.0952561020642,0.6332941663269338,0.3667058336730662,1.5790450207364721,2.726981433547475
"40,8",2021-11-06,New York Islanders,0,Winnipeg Jets,0,0,0,1,1541.52762789748,1500.0379988005302,0.6264261645942832,0.37357383540571676,1.596357330712182,2.6768469984359538
"40,9",2021-11-06,New York Rangers,0,Calgary Flames,0,0,1,0,1498.72892578367,1486.0150445429372,0.3852885833013109,0.6147114166986891,2.5954571283467294,1.626779612082862
"40,10",2021-11-06,Seattle Kraken,0,Arizona Coyotes,0,0,0,1,1500.0,1470.147049144132,0.6098564336386687,0.3901435663613313,1.639730180484553,2.563159016888287
"40,11",2021-11-06,New Jersey Devils,0,San Jose Sharks,0,0,1,0,1448.378720253926,1449.8109709182972,0.36493883728236387,0.6350611627176361,2.740185197735671,1.5746514803718594
"41,0",2021-11-07,Vegas Golden Knights,0,Detroit Red Wings,0,0,1,1,1559.7569702625942,1452.5229031169015,0.6166017029112881,0.38339829708871187,1.6217924719936627,2.6082536296936576
"41,1",2021-11-07,Nashville Predators,0,Chicago Blackhawks,0,0,0,0,1525.5450930589127,1471.1529819944997,0.5446432579901949,0.45535674200980514,1.8360642224602786,2.1960803645649483
"41,2",2021-11-07,New York Islanders,0,Minnesota Wild,0,0,1,1,1541.52762789748,1541.9981702556054,0.46632283552686915,0.5336771644731308,2.144437123415074,1.8737919974283388
"41,3",2021-11-07,St. Louis Blues,0,Anaheim Ducks,0,0,0,0,1485.2672940343534,1442.9768930537132,0.5275619761174112,0.4724380238825888,1.8955118929523567,2.1166797536358373
"41,4",2021-11-07,Dallas Stars,0,Vancouver Canucks,0,0,0,0,1473.3941648592456,1467.6595878991968,0.4752519702927638,0.5247480297072362,2.104146984143973,1.9056765216591915
"42,0",2021-11-08,Florida Panthers,0,New York Rangers,0,0,0,0,1545.9482247731423,1498.72892578367,0.5345387089888178,0.46546129101118217,1.8707719070368003,2.148406364420916
"42,1",2021-11-08,Buffalo Sabres,0,Washington Capitals,0,0,0,0,1440.654305177491,1536.1204106113955,0.3329694967037562,0.6670305032962438,3.003278107753223,1.4991818141124449
"42,2",2021-11-08,Los Angeles Kings,0,Toronto Maple Leafs,0,0,0,0,1452.730493774311,1521.7383346071497,0.3689753840159171,0.6310246159840829,2.710207898196432,1.584724232097507
"43,0",2021-11-09,Ottawa Senators,0,Boston Bruins,0,0,0,0,1486.7316160132636,1536.007565604796,0.39655789180210144,0.6034421081978986,2.5216999098306707,1.6571597944770047
"43,1",2021-11-09,Los Angeles Kings,0,Montréal Canadiens,0,0,1,0,1452.730493774311,1524.338485276843,0.26538262650778943,0.7346173734922106,3.7681441817015413,1.3612528590852928
"43,2",2021-11-09,Carolina Hurricanes,0,Tampa Bay Lightning,0,0,0,0,1534.974071024255,1563.1276521234515,0.4265721878275526,0.5734278121724474,2.3442691027110825,1.7438986717638822
"43,3",2021-11-09,Florida Panthers,0,New Jersey Devils,0,0,1,0,1545.9482247731423,1448.378720253926,0.5038354388939592,0.4961645611060408,1.984775033283173,2.015460350031487
"43,4",2021-11-09,Edmonton Oilers,0,Detroit Red Wings,0,0,0,0,1524.6453623512457,1452.5229031169015,0.5693269571466458,0.43067304285335417,1.756459952312468,2.32194704682388
"43,5",2021-11-09,St. Louis Blues,0,Winnipeg Jets,0,0,0,0,1485.2672940343534,1500.0379988005302,0.4457560443405503,0.5542439556594497,2.2433795630957647,1.8042596401618516
"43,6",2021-11-09,Pittsburgh Penguins,0,Chicago Blackhawks,0,0,0,0,1540.7279677509364,1471.1529819944997,0.5658091809611617,0.43419081903883827,1.767380300017864,2.303134834158136
"43,7",2021-11-09,San Jose Sharks,0,Calgary Flames,0,0,0,0,1449.8109709182972,1486.0150445429372,0.4150859154651687,0.5849140845348313,2.4091398015260133,1.709652795923485
"43,8",2021-11-09,Anaheim Ducks,0,Vancouver Canucks,0,0,0,0,1442.9768930537132,1467.6595878991968,0.43153838538481704,0.568461614615183,2.3172909615172865,1.7591337291559161
"43,9",2021-11-09,Seattle Kraken,0,Vegas Golden Knights,0,0,0,0,1500.0,1559.7569702625942,0.3818408831325786,0.6181591168674214,2.618891910672622,1.6177064653961468
"44,0",2021-11-10,Toronto Maple Leafs,0,Philadelphia Flyers,0,0,0,0,1521.7383346071497,1471.1582078374126,0.5392807364181754,0.4607192635818246,1.8543217520467266,2.1705191839073126
"44,1",2021-11-10,Nashville Predators,0,Dallas Stars,0,0,0,0,1525.5450930589127,1473.3941648592456,0.5414925993576982,0.4585074006423018,1.8467473076938985,2.180989878460296
"44,2",2021-11-10,Minnesota Wild,0,Arizona Coyotes,0,0,0,0,1541.9981702556054,1470.147049144132,0.56895276532039,0.43104723467961004,1.7576151500676471,2.3199313660909637
"45,0",2021-11-11,Edmonton Oilers,0,Boston Bruins,0,0,0,0,1524.6453623512457,1536.007565604796,0.4506543018715592,0.5493456981284408,2.2189957931101914,1.820347375808872
"45,1",2021-11-11,Calgary Flames,0,Montréal Canadiens,0,0,0,0,1486.0150445429372,1524.338485276843,0.41207072813826306,0.5879292718617369,2.426767862201723,1.700884864659655
"45,2",2021-11-11,Los Angeles Kings,0,Ottawa Senators,0,0,0,0,1452.730493774311,1486.7316160132636,0.4182240644773123,0.5817759355226877,2.391062793695956,1.7188748089100063
"45,3",2021-11-11,New York Islanders,0,New Jersey Devils,0,0,0,0,1541.52762789748,1448.378720253926,0.5979299119809792,0.4020700880190208,1.672436819036093,2.487128562403013
"45,4",2021-11-11,Florida Panthers,0,Pittsburgh Penguins,0,0,0,0,1545.9482247731423,1540.7279677509364,0.4745119884723016,0.5254880115276984,2.107428314339359,1.9029929856873435
"45,5",2021-11-11,Washington Capitals,0,Detroit Red Wings,0,0,0,0,1536.1204106113955,1452.5229031169015,0.58503731998482,0.41496268001518,1.709292665339618,2.4098552668963347
"45,6",2021-11-11,Nashville Predators,0,St. Louis Blues,0,0,1,0,1525.5450930589127,1485.2672940343534,0.42470612988419865,0.5752938701158014,2.354569264805908,1.7382420567052266
"45,7",2021-11-11,San Jose Sharks,0,Winnipeg Jets,0,0,0,0,1449.8109709182972,1500.0379988005302,0.3952168673324483,0.6047831326675517,2.5302563798695883,1.6534852676681682
"45,8",2021-11-11,Vancouver Canucks,0,Colorado Avalanche,0,0,0,0,1467.6595878991968,1562.216140913711,0.33418524132126604,0.665814758678734,2.992352373331349,1.5019192455037118
"45,9",2021-11-11,Minnesota Wild,0,Vegas Golden Knights,0,0,1,0,1541.9981702556054,1559.7569702625942,0.34146526616533823,0.6585347338346618,2.9285555489435864,1.518522787973504
"45,10",2021-11-11,Anaheim Ducks,0,Seattle Kraken,0,0,0,0,1442.9768930537132,1500.0,0.38566614762754226,0.6143338523724577,2.5929161948788715,1.6277794169052577
"46,0",2021-11-12,Edmonton Oilers,0,Buffalo Sabres,0,0,1,0,1524.6453623512457,1440.654305177491,0.48557197616171877,0.5144280238382812,2.0594269214312155,1.9439065401972855
"46,1",2021-11-12,Calgary Flames,0,Toronto Maple Leafs,0,0,1,0,1486.0150445429372,1521.7383346071497,0.3157704576280871,0.6842295423719129,3.1668573669351776,1.4614978425711558
"46,2",2021-11-12,Philadelphia Flyers,0,Carolina Hurricanes,0,0,0,0,1471.1582078374126,1534.974071024255,0.3761806303154781,0.6238193696845219,2.6582974226008536,1.6030281337780843
"46,3",2021-11-12,Washington Capitals,0,Columbus Blue Jackets,0,0,1,0,1536.1204106113955,1442.0952561020642,0.49910368601527844,0.5008963139847216,2.0035916945109244,1.99642115959053
"46,4",2021-11-12,Arizona Coyotes,0,Chicago Blackhawks,0,0,0,0,1470.147049144132,1471.1529819944997,0.4655523503039888,0.5344476496960112,2.1479861488123437,1.8710906495122406
"47,0",2021-11-13,Boston Bruins,0,New Jersey Devils,0,0,0,0,1536.007565604796,1448.378720253926,0.5905003438285916,0.4094996561714084,1.6934791155520081,2.44200449238331
"47,1",2021-11-13,Toronto Maple Leafs,0,Buffalo Sabres,0,0,1,1,1521.7383346071497,1440.654305177491,0.5816159409906126,0.41838405900938735,1.7193476476879097,2.3901484257495644
"47,2",2021-11-13,Pittsburgh Penguins,0,Ottawa Senators,0,0,0,0,1540.7279677509364,1486.7316160132636,0.5440873503602012,0.45591264963979883,1.8379401751170503,2.1934026195370238
"47,3",2021-11-13,Montréal Canadiens,0,Detroit Red Wings,0,0,0,0,1524.338485276843,1452.5229031169015,0.5689037461010756,0.43109625389892436,1.7577665938278646,2.3196675706545618
"47,4",2021-11-13,Florida Panthers,0,Tampa Bay Lightning,0,0,0,0,1545.9482247731423,1563.1276521234515,0.4422969459135323,0.5577030540864677,2.2609244970809654,1.7930688969204702
"47,5",2021-11-13,New York Rangers,0,Columbus Blue Jackets,0,0,0,1,1498.72892578367,1442.0952561020642,0.6477881376445155,0.3522118623554845,1.5437145910639793,2.8392002282725737
"47,6",2021-11-13,Los Angeles Kings,0,Winnipeg Jets,0,0,0,0,1452.730493774311,1500.0379988005302,0.39933667270836126,0.6006633272916387,2.5041526820410707,1.6648261256583627
"47,7",2021-11-13,St. Louis Blues,0,Carolina Hurricanes,0,0,0,1,1485.2672940343534,1534.974071024255,0.4959502939872079,0.5040497060127921,2.016331096329168,1.9839313227862916
"47,8",2021-11-13,Arizona Coyotes,0,Nashville Predators,0,0,1,0,1470.147049144132,1525.5450930589127,0.28794463568111384,0.7120553643188862,3.47288984090489,1.404385178611141
"47,9",2021-11-13,Philadelphia Flyers,0,Dallas Stars,0,0,1,0,1471.1582078374126,1473.3941648592456,0.3637822436062107,0.6362177563937893,2.7488972251281356,1.571788888238835
"47,10",2021-11-13,San Jose Sharks,0,Colorado Avalanche,0,0,0,0,1449.8109709182972,1562.216140913711,0.31065322852121646,0.6893467714787835,3.2190233617086124,1.4506487030537687
"47,11",2021-11-13,Vancouver Canucks,0,Vegas Golden Knights,0,0,0,0,1467.6595878991968,1559.7569702625942,0.33748070264057684,0.6625192973594232,2.9631323870539004,1.5093899966169442
"47,12",2021-11-13,Minnesota Wild,0,Seattle Kraken,0,0,0,0,1541.9981702556054,1500.0,0.5271475501246963,0.4728524498753037,1.8970020817956015,2.114824614451529
"48,0",2021-11-14,Calgary Flames,0,Ottawa Senators,0,0,0,1,1486.0150445429372,1486.7316160132636,0.5659687722211654,0.4340312277788346,1.7668819360394443,2.3039816861047635
"48,1",2021-11-14,Montréal Canadiens,0,Boston Bruins,0,0,1,1,1524.338485276843,1536.007565604796,0.45021315509767545,0.5497868449023245,2.2211701028217314,1.818886736327168
"48,2",2021-11-14,New Jersey Devils,0,New York Rangers,0,0,1,1,1448.378720253926,1498.72892578367,0.39504326298774783,0.6049567370122522,2.531368317578459,1.6530107672472238
"48,3",2021-11-14,Pittsburgh Penguins,0,Washington Capitals,0,0,1,0,1540.7279677509364,1536.1204106113955,0.37363041904669825,0.6263695809533018,2.676441609201565,1.5965015390403414
"48,4",2021-11-14,Edmonton Oilers,0,St. Louis Blues,0,0,0,1,1524.6453623512457,1485.2672940343534,0.6234281811648915,0.3765718188351085,1.6040340013688095,2.6555359429003778
"48,5",2021-11-14,Vancouver Canucks,0,Anaheim Ducks,0,0,1,0,1467.6595878991968,1442.9768930537132,0.4024616146151828,0.5975383853848172,2.4847090099664753,1.6735326540670619
"49,0",2021-11-15,New York Islanders,0,Tampa Bay Lightning,0,0,0,0,1541.52762789748,1563.1276521234515,0.43595505327401185,0.5640449467259881,2.293814448278611,1.7729083574004572
"49,1",2021-11-15,Detroit Red Wings,0,Columbus Blue Jackets,0,0,0,0,1452.5229031169015,1442.0952561020642,0.48200208604614747,0.5179979139538525,2.074679817680828,1.9305097048886728
"50,0",2021-11-16,Nashville Predators,0,Toronto Maple Leafs,0,0,0,0,1525.5450930589127,1521.7383346071497,0.4724781465744361,0.5275218534255639,2.1165000058737236,1.8956560633579613
"50,1",2021-11-16,New York Islanders,0,Florida Panthers,0,0,1,0,1541.52762789748,1545.9482247731423,0.3606385929811292,0.6393614070188708,2.772859087913328,1.5640606220864453
"50,2",2021-11-16,Ottawa Senators,0,New Jersey Devils,0,0,0,0,1486.7316160132636,1448.378720253926,0.5219711490697855,0.4780288509302145,1.9158146993030527,2.0919239457075904
"50,3",2021-11-16,Montréal Canadiens,0,New York Rangers,0,0,0,0,1524.338485276843,1498.72892578367,0.5037885163802721,0.4962114836197279,1.9849598938558874,2.015269765030974
"50,4",2021-11-16,Calgary Flames,0,Philadelphia Flyers,0,0,0,0,1486.0150445429372,1471.1582078374126,0.48836768441415657,0.5116323155858434,2.047637531954218,1.954528612710775
"50,5",2021-11-16,Buffalo Sabres,0,Pittsburgh Penguins,0,0,0,0,1440.654305177491,1540.7279677509364,0.3268373158576531,0.6731626841423469,3.0596261549141115,1.4855250054064792
"50,6",2021-11-16,Arizona Coyotes,0,St. Louis Blues,0,0,0,0,1470.147049144132,1485.2672940343534,0.44525394537665175,0.5547460546233483,2.245909352143021,1.8026266102585669
"50,7",2021-11-16,San Jose Sharks,0,Minnesota Wild,0,0,0,0,1449.8109709182972,1541.9981702556054,0.3373601269760418,0.6626398730239582,2.9641914382816696,1.509115344110668
"50,8",2021-11-16,Edmonton Oilers,0,Winnipeg Jets,0,0,0,0,1524.6453623512457,1500.0379988005302,0.502353747826281,0.49764625217371905,1.9906291220620298,2.009459521963643
"50,9",2021-11-16,Detroit Red Wings,0,Dallas Stars,0,0,1,0,1452.5229031169015,1473.3941648592456,0.33699991815628194,0.6630000818437181,2.9673597710972004,1.5082954397518753
"50,10",2021-11-16,Carolina Hurricanes,0,Vegas Golden Knights,0,0,0,0,1534.974071024255,1559.7569702625942,0.43139490798015867,0.5686050920198413,2.3180616680945927,1.758689842976477
"50,11",2021-11-16,Washington Capitals,0,Anaheim Ducks,0,0,0,0,1536.1204106113955,1442.9768930537132,0.5979226868934673,0.4020773131065327,1.6724570281745663,2.4870838701984765
"51,0",2021-11-17,Colorado Avalanche,0,Vancouver Canucks,0,0,0,0,1562.216140913711,1467.6595878991968,0.5998147586787339,0.4001852413212661,1.6671813848041857,2.498842777655577
"51,1",2021-11-17,Chicago Blackhawks,0,Seattle Kraken,0,0,0,0,1471.1529819944997,1500.0,0.4255809373199855,0.5744190626800145,2.349729304835195,1.7408893001119974
"51,2",2021-11-17,Washington Capitals,0,Los Angeles Kings,0,0,1,0,1536.1204106113955,1452.730493774311,0.4847551827891242,0.5152448172108758,2.0628969746054575,1.9408249565967532
"52,0",2021-11-18,Calgary Flames,0,Buffalo Sabres,0,0,0,0,1486.0150445429372,1440.654305177491,0.5319109550021588,0.4680890449978412,1.8800139207434474,2.1363456604813553
"52,1",2021-11-18,New York Rangers,0,Toronto Maple Leafs,0,0,0,0,1498.72892578367,1521.7383346071497,0.4339351249200436,0.5660648750799564,2.3044919449290004,1.766581966172606
"52,2",2021-11-18,Pittsburgh Penguins,0,Montréal Canadiens,0,0,0,0,1540.7279677509364,1524.338485276843,0.4905688815180712,0.5094311184819288,2.0384497216894153,1.9629739207528865
"52,3",2021-11-18,Nashville Predators,0,Ottawa Senators,0,0,0,0,1525.5450930589127,1486.7316160132636,0.5226258711875943,0.4773741288124057,1.913414653062696,2.0947930347372705
"52,4",2021-11-18,New Jersey Devils,0,Florida Panthers,0,0,0,0,1448.378720253926,1545.9482247731423,0.33016456110604075,0.6698354388939592,3.028792662210723,1.4929039909432273
"52,5",2021-11-18,Tampa Bay Lightning,0,Philadelphia Flyers,0,0,0,0,1563.1276521234515,1471.1582078374126,0.5963475177681932,0.40365248223180683,1.676874591081489,2.477378547187347
"52,6",2021-11-18,San Jose Sharks,0,St. Louis Blues,0,0,0,0,1449.8109709182972,1485.2672940343534,0.4161506505666096,0.5838493494333904,2.402975938253252,1.7127705990774371
"52,7",2021-11-18,Dallas Stars,0,Minnesota Wild,0,0,0,0,1473.3941648592456,1541.9981702556054,0.36953433975897165,0.6304656602410283,2.7061084516590497,1.5861292106182245
"52,8",2021-11-18,Winnipeg Jets,0,Edmonton Oilers,0,0,0,0,1500.0379988005302,1524.6453623512457,0.431646252173719,0.568353747826281,2.316711879146684,1.759467591837985
"52,9",2021-11-18,Columbus Blue Jackets,0,Arizona Coyotes,0,0,0,0,1442.0952561020642,1470.147049144132,0.4267177183964752,0.5732822816035248,2.3434695980232823,1.7443413691469853
"52,10",2021-11-18,Detroit Red Wings,0,Vegas Golden Knights,0,0,0,0,1452.5229031169015,1559.7569702625942,0.3173982970887118,0.6826017029112882,3.1506155173873007,1.464983160362788
"52,11",2021-11-18,Carolina Hurricanes,0,Anaheim Ducks,0,0,0,0,1534.974071024255,1442.9768930537132,0.5963847579451165,0.4036152420548835,1.6767698816541972,2.4776071263037687
"53,0",2021-11-19,Winnipeg Jets,0,Vancouver Canucks,0,0,1,0,1500.0379988005302,1467.6595878991968,0.41346185195298446,0.5865381480470155,2.418602817349427,1.7049189440272217
"53,1",2021-11-19,Colorado Avalanche,0,Seattle Kraken,0,0,0,0,1562.216140913711,1500.0,0.5555912917599976,0.44440870824000245,1.799884222145038,2.2501809290828545
"54,0",2021-11-20,New York Rangers,0,Ottawa Senators,0,0,0,0,1498.72892578367,1486.7316160132636,0.48425865749455144,0.5157413425054486,2.0650121263165055,1.9389564449924537
"54,1",2021-11-20,New Jersey Devils,0,Tampa Bay Lightning,0,0,0,0,1448.378720253926,1563.1276521234515,0.3076165329482534,0.6923834670517466,3.2508005678882603,1.4442863638239691
"54,2",2021-11-20,Carolina Hurricanes,0,Los Angeles Kings,0,0,0,0,1534.974071024255,1452.730493774311,0.5831957630987475,0.41680423690125246,1.714690097689682,2.3992078569895052
"54,3",2021-11-20,Minnesota Wild,0,Florida Panthers,0,0,0,0,1541.9981702556054,1545.9482247731423,0.4613156595080976,0.5386843404919024,2.1677131035748998,1.8563747353168738
"54,4",2021-11-20,Pittsburgh Penguins,0,Toronto Maple Leafs,0,0,0,0,1540.7279677509364,1521.7383346071497,0.49430109840518943,0.5056989015948106,2.023058421732007,1.977461285453308
"54,5",2021-11-20,Nashville Predators,0,Montréal Canadiens,0,0,0,0,1525.5450930589127,1524.338485276843,0.4687364412014807,0.5312635587985193,2.1333950427168986,1.8823049001545542
"54,6",2021-11-20,Calgary Flames,0,New York Islanders,0,0,0,0,1486.0150445429372,1541.52762789748,0.3877839292827632,0.6122160707172368,2.5787556535660943,1.633410241629982
"54,7",2021-11-20,Boston Bruins,0,Philadelphia Flyers,0,0,0,0,1536.007565604796,1471.1582078374126,0.5592568364839765,0.4407431635160235,1.788087216397669,2.2688950907882757
"54,8",2021-11-20,St. Louis Blues,0,Dallas Stars,0,0,0,0,1485.2672940343534,1473.3941648592456,0.4840801579811661,0.5159198420188339,2.0657735780174376,1.9382855989545262
"54,9",2021-11-20,Detroit Red Wings,0,Arizona Coyotes,0,0,0,0,1452.5229031169015,1470.147049144132,0.4416585472325857,0.5583414527674143,2.2641925674618073,1.7910187306414544
"54,10",2021-11-20,Chicago Blackhawks,0,Edmonton Oilers,0,0,0,0,1471.1529819944997,1524.6453623512457,0.3906208410146358,0.6093791589853642,2.560027256616684,1.6410144410994165
"54,11",2021-11-20,Columbus Blue Jackets,0,Vegas Golden Knights,0,0,0,0,1442.0952561020642,1559.7569702625942,0.3038607690952546,0.6961392309047454,3.2909809416250075,1.436494246560905
"54,12",2021-11-20,Washington Capitals,0,San Jose Sharks,0,0,0,0,1536.1204106113955,1449.8109709182972,0.588715744234786,0.411284255765214,1.6986126323151118,2.4314084139677368
"55,0",2021-11-21,Minnesota Wild,0,Tampa Bay Lightning,0,0,1,1,1541.9981702556054,1563.1276521234515,0.43662966390132907,0.5633703360986709,2.2902704114624313,1.7750313353823017
